# BUSCO version is: 5.2.2 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
87762at7742	Complete	KN461691.1	377577	393479	-	866.2	731	https://www.orthodb.org/v10?query=87762at7742	zinc finger CCHC domain-containing protein 14
87783at7742	Complete	KN467006.1	557357	582031	-	958.7	522	https://www.orthodb.org/v10?query=87783at7742	vitrin
88027at7742	Complete	KN463936.1	246430	266995	+	1119.6	610	https://www.orthodb.org/v10?query=88027at7742	arachidonate 5-lipoxygenase
88086at7742	Complete	KN460802.1	1869	3917	+	869.5	542	https://www.orthodb.org/v10?query=88086at7742	Protein arginine N-methyltransferase
88102at7742	Complete	KN463549.1	1034224	1036641	-	736.2	474	https://www.orthodb.org/v10?query=88102at7742	NF-kappa-B-repressing factor
88390at7742	Complete	KN461702.1	34009	38963	-	1178.0	593	https://www.orthodb.org/v10?query=88390at7742	TFIIH basal transcription factor complex helicase XPB subunit
88436at7742	Missing
88636at7742	Complete	KN467581.1	68036	80539	+	1549.3	720	https://www.orthodb.org/v10?query=88636at7742	VPS53, GARP complex subunit
88808at7742	Complete	KN461856.1	276519	322033	+	993.6	588	https://www.orthodb.org/v10?query=88808at7742	alpha-catulin
88880at7742	Complete	KN465738.1	348573	353738	+	991.1	756	https://www.orthodb.org/v10?query=88880at7742	probable RNA-binding protein 19
89000at7742	Missing
89229at7742	Complete	KN461965.1	285192	289123	-	491.5	303	https://www.orthodb.org/v10?query=89229at7742	ribosomal protein S6 kinase-like 1
89391at7742	Complete	KN462468.1	383140	400527	-	1262.5	790	https://www.orthodb.org/v10?query=89391at7742	glutamyl aminopeptidase
89615at7742	Complete	KN461357.1	605404	615522	+	1379.5	690	https://www.orthodb.org/v10?query=89615at7742	Tetratricopeptide repeat domain 13
90151at7742	Complete	KN462238.1	115730	121046	+	1258.6	630	https://www.orthodb.org/v10?query=90151at7742	probable ATP-dependent RNA helicase DHX35
90360at7742	Complete	KN463569.1	371103	386285	-	1238.2	677	https://www.orthodb.org/v10?query=90360at7742	DNA ligase
90587at7742	Complete	KN462589.1	54221	96033	+	950.6	657	https://www.orthodb.org/v10?query=90587at7742	disintegrin and metalloproteinase domain-containing protein 19
90690at7742	Complete	KN465738.1	587948	607134	-	1243.2	1178	https://www.orthodb.org/v10?query=90690at7742	SET-binding protein
90735at7742	Complete	KN462004.1	12746	16636	+	1126.3	567	https://www.orthodb.org/v10?query=90735at7742	WD and tetratricopeptide repeats protein 1
90853at7742	Complete	KN462133.1	1060466	1063367	-	696.4	460	https://www.orthodb.org/v10?query=90853at7742	Centrosomal protein 97
91290at7742	Complete	KN462120.1	180634	188213	-	651.6	648	https://www.orthodb.org/v10?query=91290at7742	PHD and RING finger domain-containing protein 1 isoform X1
91371at7742	Complete	KN465755.1	240619	248503	-	606.3	541	https://www.orthodb.org/v10?query=91371at7742	neurochondrin
91440at7742	Complete	KN460356.1	1529541	1537104	+	1005.7	1018	https://www.orthodb.org/v10?query=91440at7742	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
91624at7742	Complete	KN464946.1	403497	423545	-	1074.6	670	https://www.orthodb.org/v10?query=91624at7742	RAS guanyl-releasing protein 1
91638at7742	Complete	KN465337.1	175883	189822	-	837.3	648	https://www.orthodb.org/v10?query=91638at7742	Diacylglycerol kinase
91759at7742	Fragmented	KN461179.1	2712	15375	-	855.0	385	https://www.orthodb.org/v10?query=91759at7742	Methylmalonyl-CoA mutase
91878at7742	Complete	KN468136.1	45532	50934	+	1040.4	560	https://www.orthodb.org/v10?query=91878at7742	Twinkle mtDNA helicase
92115at7742	Complete	KN466815.1	31521	37321	+	1177.6	632	https://www.orthodb.org/v10?query=92115at7742	DNA replication licensing factor MCM5
92370at7742	Complete	KN464474.1	426712	435770	-	999.3	647	https://www.orthodb.org/v10?query=92370at7742	alpha-adducin isoform X1
92374at7742	Complete	KN467715.1	490416	498286	+	1018.4	640	https://www.orthodb.org/v10?query=92374at7742	myotubularin-related protein 10
92414at7742	Complete	KN460516.1	47498	72240	-	692.7	1012	https://www.orthodb.org/v10?query=92414at7742	uncharacterized protein KIAA1107 homolog
92481at7742	Complete	KN462148.1	36399	42220	-	468.7	548	https://www.orthodb.org/v10?query=92481at7742	MYCBP-associated protein
92591at7742	Complete	KN466918.1	469	18778	-	1031.4	717	https://www.orthodb.org/v10?query=92591at7742	nuclear export mediator factor NEMF
92625at7742	Complete	KN464567.1	605914	618850	+	1105.9	682	https://www.orthodb.org/v10?query=92625at7742	RALBP1 associated Eps domain containing 1
93020at7742	Complete	KN468645.1	60710	85935	+	817.1	556	https://www.orthodb.org/v10?query=93020at7742	methionine synthase reductase
93035at7742	Complete	KN467169.1	279630	288660	+	889.1	580	https://www.orthodb.org/v10?query=93035at7742	spermatogenesis-associated protein 5-like protein 1
93229at7742	Complete	KN463826.1	136932	140890	-	1064.7	575	https://www.orthodb.org/v10?query=93229at7742	Bardet-Biedl syndrome 2 protein
93231at7742	Complete	KN467008.1	128801	176094	-	768.7	544	https://www.orthodb.org/v10?query=93231at7742	pleckstrin homology domain-containing family M member 3
93269at7742	Complete	KN461101.1	65524	110236	+	957.2	583	https://www.orthodb.org/v10?query=93269at7742	spermatogenesis-associated protein 20
93412at7742	Complete	KN462994.1	30815	38911	-	1024.4	550	https://www.orthodb.org/v10?query=93412at7742	phosphorylated CTD-interacting factor 1
93430at7742	Complete	KN468210.1	140605	156462	+	824.5	491	https://www.orthodb.org/v10?query=93430at7742	WD repeat-containing protein 91
93522at7742	Complete	KN462837.1	49033	61420	-	1162.3	606	https://www.orthodb.org/v10?query=93522at7742	transcription factor RFX4
93566at7742	Complete	KN465036.1	409452	419999	+	585.4	423	https://www.orthodb.org/v10?query=93566at7742	leucine-rich repeat-containing protein 49
93727at7742	Missing
93778at7742	Complete	KN466052.1	35696	86667	+	1072.0	572	https://www.orthodb.org/v10?query=93778at7742	ubiquitin-like modifier-activating enzyme ATG7
93829at7742	Complete	KN466314.1	110433	162439	+	775.5	625	https://www.orthodb.org/v10?query=93829at7742	hedgehog-interacting protein
94127at7742	Complete	KN461444.1	36850	38976	+	1113.5	604	https://www.orthodb.org/v10?query=94127at7742	SLIT and NTRK-like protein 1
94269at7742	Complete	KN465566.1	222226	226656	+	730.2	567	https://www.orthodb.org/v10?query=94269at7742	AP-5 complex subunit zeta-1
94359at7742	Complete	KN467698.1	52573	60506	+	1070.8	647	https://www.orthodb.org/v10?query=94359at7742	transmembrane and TPR repeat-containing protein 4
94920at7742	Complete	KN467604.1	61948	67404	-	843.2	529	https://www.orthodb.org/v10?query=94920at7742	histone H2A deubiquitinase MYSM1
95166at7742	Complete	KN461643.1	87981	96527	+	685.8	518	https://www.orthodb.org/v10?query=95166at7742	Leucine carboxyl methyltransferase 2
95261at7742	Complete	KN468313.1	825682	830616	+	1058.5	669	https://www.orthodb.org/v10?query=95261at7742	pre-rRNA-processing protein TSR1 homolog
95310at7742	Complete	KN467969.1	71224	86882	+	907.4	610	https://www.orthodb.org/v10?query=95310at7742	Exocyst complex component 7
95435at7742	Complete	KN461272.1	240565	340545	-	1147.4	762	https://www.orthodb.org/v10?query=95435at7742	Coronin
95511at7742	Complete	KN466815.1	41353	45144	+	721.0	491	https://www.orthodb.org/v10?query=95511at7742	FAD-dependent oxidoreductase domain-containing protein 2
95643at7742	Complete	KN462250.1	139790	152358	+	1049.1	1055	https://www.orthodb.org/v10?query=95643at7742	kinectin
95741at7742	Complete	KN461110.1	187612	200185	+	1074.5	593	https://www.orthodb.org/v10?query=95741at7742	GMP synthase 
95757at7742	Complete	KN465188.1	71514	88501	-	995.5	625	https://www.orthodb.org/v10?query=95757at7742	AP complex subunit beta
95871at7742	Fragmented	KN462812.1	1771	29150	-	483.7	290	https://www.orthodb.org/v10?query=95871at7742	ephexin-1
95886at7742	Complete	KN462425.1	711238	717803	+	285.2	412	https://www.orthodb.org/v10?query=95886at7742	protein Lines homolog 1
95927at7742	Missing
95963at7742	Complete	KN462970.1	35855	44944	+	611.9	488	https://www.orthodb.org/v10?query=95963at7742	Centrosomal protein 95
96292at7742	Complete	KN467717.1	25093	28035	+	950.2	598	https://www.orthodb.org/v10?query=96292at7742	threonine synthase-like 1
96327at7742	Complete	KN460658.1	24036	44099	+	643.1	1079	https://www.orthodb.org/v10?query=96327at7742	protein FAM184B
96459at7742	Complete	KN462554.1	86272	91207	+	954.2	535	https://www.orthodb.org/v10?query=96459at7742	kelch-like protein 22
96554at7742	Complete	KN460356.1	754488	761512	+	1201.9	589	https://www.orthodb.org/v10?query=96554at7742	cleavage stimulation factor subunit 3
96693at7742	Complete	KN466233.1	1047729	1051666	+	1217.5	638	https://www.orthodb.org/v10?query=96693at7742	Glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
96764at7742	Complete	KN464860.1	731479	743288	+	1298.8	746	https://www.orthodb.org/v10?query=96764at7742	programmed cell death 6-interacting protein
96827at7742	Complete	KN461399.1	826762	834799	+	1361.9	902	https://www.orthodb.org/v10?query=96827at7742	structural maintenance of chromosomes protein 5
96933at7742	Complete	KN465246.1	65162	84463	-	1155.6	572	https://www.orthodb.org/v10?query=96933at7742	C-Maf-inducing protein
97039at7742	Complete	KN461928.1	229475	248348	-	1018.1	550	https://www.orthodb.org/v10?query=97039at7742	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase
97043at7742	Complete	KN461871.1	19763	26387	+	1105.1	613	https://www.orthodb.org/v10?query=97043at7742	Integrator complex subunit 13
97302at7742	Complete	KN460357.1	1138705	1145125	+	1340.7	705	https://www.orthodb.org/v10?query=97302at7742	SCY1 like pseudokinase 2
97370at7742	Complete	KN461367.1	63655	73195	+	1100.4	536	https://www.orthodb.org/v10?query=97370at7742	kelch-like protein 15
97499at7742	Complete	JACL01028582.1	72095	79429	+	1172.5	537	https://www.orthodb.org/v10?query=97499at7742	WD repeat domain 33
97588at7742	Complete	KN463773.1	19563	26381	+	1050.7	617	https://www.orthodb.org/v10?query=97588at7742	conserved oligomeric Golgi complex subunit 2
97645at7742	Complete	KN462079.1	48886	61984	-	1032.0	625	https://www.orthodb.org/v10?query=97645at7742	anaphase-promoting complex subunit 2
97786at7742	Complete	KN467008.1	278690	288357	-	955.2	536	https://www.orthodb.org/v10?query=97786at7742	leishmanolysin-like peptidase
98098at7742	Complete	KN463499.1	278843	297560	+	831.1	564	https://www.orthodb.org/v10?query=98098at7742	uncharacterized protein KIAA1841 homolog
98179at7742	Complete	KN467969.1	47304	64609	-	604.4	651	https://www.orthodb.org/v10?query=98179at7742	Centrosomal protein 131
98298at7742	Complete	KN463043.1	22228	29276	+	957.5	586	https://www.orthodb.org/v10?query=98298at7742	RAD50 interactor 1
98464at7742	Complete	KN460533.1	80129	106498	-	859.9	519	https://www.orthodb.org/v10?query=98464at7742	SEC14 domain and spectrin repeat-containing protein 1
98637at7742	Complete	KN466952.1	127905	136668	+	1105.2	559	https://www.orthodb.org/v10?query=98637at7742	Methylenetetrahydrofolate reductase
98753at7742	Complete	KN462250.1	263025	272362	-	1313.9	654	https://www.orthodb.org/v10?query=98753at7742	exocyst complex component 5
98908at7742	Complete	KN462005.1	77453	81377	+	1008.6	590	https://www.orthodb.org/v10?query=98908at7742	Ubiquitin carboxyl-terminal hydrolase
99006at7742	Complete	KN467932.1	22590	24938	-	1265.7	650	https://www.orthodb.org/v10?query=99006at7742	protein VAC14 homolog
99014at7742	Fragmented	KN465376.1	3205	10904	-	568.7	393	https://www.orthodb.org/v10?query=99014at7742	Lysine acetyltransferase 14
99037at7742	Complete	KN465361.1	202034	206802	-	981.8	666	https://www.orthodb.org/v10?query=99037at7742	Hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
99049at7742	Complete	KN463448.1	182966	213263	-	917.7	633	https://www.orthodb.org/v10?query=99049at7742	adhesion G-protein coupled receptor D1
99281at7742	Complete	KN467604.1	129161	132210	-	682.1	485	https://www.orthodb.org/v10?query=99281at7742	methyltransferase-like protein 13
99383at7742	Complete	KN467662.1	68726	117667	-	848.0	582	https://www.orthodb.org/v10?query=99383at7742	Ventricular zone expressed PH domain containing 1
99440at7742	Complete	KN462218.1	36494	52785	+	1082.7	571	https://www.orthodb.org/v10?query=99440at7742	tRNA (cytosine(34)-C(5))-methyltransferase
100129at7742	Complete	KN467932.1	44601	60271	+	843.9	613	https://www.orthodb.org/v10?query=100129at7742	GEM-interacting protein
100256at7742	Fragmented	KN460699.1	357	53848	+	662.4	462	https://www.orthodb.org/v10?query=100256at7742	PHD finger protein 14 isoform X1
100494at7742	Complete	KN464199.1	30167	43505	-	855.2	595	https://www.orthodb.org/v10?query=100494at7742	Integrin beta
100623at7742	Complete	KN463655.1	711381	718466	+	1228.1	660	https://www.orthodb.org/v10?query=100623at7742	polycystin-2
100655at7742	Complete	KN460658.1	16439	22235	-	1141.8	786	https://www.orthodb.org/v10?query=100655at7742	condensin complex subunit 3
100658at7742	Complete	KN462078.1	32657	52211	+	931.4	663	https://www.orthodb.org/v10?query=100658at7742	WD repeat domain 75
100816at7742	Complete	KN468063.1	107334	124186	+	663.7	473	https://www.orthodb.org/v10?query=100816at7742	IQ and ubiquitin-like domain-containing protein
100952at7742	Complete	KN464018.1	323016	329076	-	943.3	528	https://www.orthodb.org/v10?query=100952at7742	Integrator complex subunit 9
101303at7742	Complete	KN463655.1	680511	699623	-	1330.5	836	https://www.orthodb.org/v10?query=101303at7742	general vesicular transport factor p115 isoform X1
101309at7742	Fragmented	JACL01052387.1	36	6111	+	567.3	411	https://www.orthodb.org/v10?query=101309at7742	conserved oligomeric Golgi complex subunit 1
101457at7742	Complete	KN467456.1	128408	133872	+	486.5	625	https://www.orthodb.org/v10?query=101457at7742	Fanconi anemia group B protein
101854at7742	Complete	KN468552.1	238667	240655	-	1022.2	574	https://www.orthodb.org/v10?query=101854at7742	Tripartite motif containing 32
101858at7742	Complete	KN461965.1	429681	436170	+	940.5	570	https://www.orthodb.org/v10?query=101858at7742	protein O-mannosyl-transferase 2
101941at7742	Complete	KN463363.1	379536	389364	-	862.4	496	https://www.orthodb.org/v10?query=101941at7742	DNA-directed RNA polymerase III subunit RPC5
102135at7742	Complete	KN467232.1	61399	81882	-	836.5	584	https://www.orthodb.org/v10?query=102135at7742	tetratricopeptide repeat protein 27
102147at7742	Complete	KN464474.1	999350	1002581	+	1131.4	555	https://www.orthodb.org/v10?query=102147at7742	Kelch like family member 8
102222at7742	Complete	KN461357.1	580013	584052	-	1077.0	571	https://www.orthodb.org/v10?query=102222at7742	exocyst complex component 8
102393at7742	Complete	KN461501.1	176254	181688	+	866.4	631	https://www.orthodb.org/v10?query=102393at7742	Kinesin-like protein
102408at7742	Complete	KN462576.1	210938	220174	+	1081.7	572	https://www.orthodb.org/v10?query=102408at7742	eukaryotic translation initiation factor 3 subunit B
102515at7742	Missing
102567at7742	Complete	KN464072.1	693377	701650	-	1235.9	539	https://www.orthodb.org/v10?query=102567at7742	kelch-like protein 20
102594at7742	Complete	KN462587.1	123784	127678	-	915.5	537	https://www.orthodb.org/v10?query=102594at7742	translation initiation factor eIF-2B subunit epsilon
102691at7742	Complete	KN461029.1	86671	89874	+	665.7	544	https://www.orthodb.org/v10?query=102691at7742	Zinc finger protein 148
102786at7742	Complete	KN468548.1	306253	328006	+	758.7	575	https://www.orthodb.org/v10?query=102786at7742	roundabout homolog 4
102917at7742	Complete	KN461643.1	74241	81288	-	981.9	526	https://www.orthodb.org/v10?query=102917at7742	Armadillo repeat containing 8
102945at7742	Complete	KN462368.1	809241	824972	-	1315.2	1350	https://www.orthodb.org/v10?query=102945at7742	centrosomal protein 152 
103093at7742	Complete	KN462702.1	23416	33172	+	717.8	470	https://www.orthodb.org/v10?query=103093at7742	prothrombin
103124at7742	Complete	KN463384.1	2444	29313	+	982.1	556	https://www.orthodb.org/v10?query=103124at7742	acetoacetyl-CoA synthetase
103208at7742	Complete	KN462697.1	29384	33145	+	1029.5	519	https://www.orthodb.org/v10?query=103208at7742	transcription initiation factor TFIID subunit 5
103284at7742	Complete	KN461045.1	418398	421832	+	963.5	752	https://www.orthodb.org/v10?query=103284at7742	zinc finger and BTB domain-containing protein 38
103422at7742	Complete	KN466944.1	117280	146102	-	935.6	546	https://www.orthodb.org/v10?query=103422at7742	transforming growth factor-beta-induced protein ig-h3
103478at7742	Complete	KN466232.1	81593	87015	-	503.5	473	https://www.orthodb.org/v10?query=103478at7742	chromatin assembly factor 1 subunit A
103640at7742	Complete	KN466098.1	115410	138879	-	1203.8	614	https://www.orthodb.org/v10?query=103640at7742	Glycerol-3-phosphate dehydrogenase
103689at7742	Complete	KN463928.1	217555	228746	-	778.8	655	https://www.orthodb.org/v10?query=103689at7742	RAS protein activator like-3
103690at7742	Complete	KN462367.1	2663950	2668734	-	1194.0	684	https://www.orthodb.org/v10?query=103690at7742	Helicase, POLQ like
103731at7742	Complete	KN462817.1	40161	47945	-	774.5	421	https://www.orthodb.org/v10?query=103731at7742	mediator of RNA polymerase II transcription subunit 17
103919at7742	Complete	KN462793.1	674127	682608	+	934.6	644	https://www.orthodb.org/v10?query=103919at7742	Protein phosphatase 1 regulatory subunit 21
104081at7742	Complete	KN463342.1	274988	282085	-	1170.1	794	https://www.orthodb.org/v10?query=104081at7742	TATA element modulatory factor
104126at7742	Complete	KN465398.1	1337	9596	+	891.6	565	https://www.orthodb.org/v10?query=104126at7742	protein O-mannosyl-transferase 1
104369at7742	Complete	KN460957.1	47044	102206	+	1005.1	744	https://www.orthodb.org/v10?query=104369at7742	Centrosomal protein 120
104484at7742	Complete	KN464723.1	6510	13631	-	541.2	450	https://www.orthodb.org/v10?query=104484at7742	zinc finger and BTB domain-containing protein 39
104501at7742	Complete	KN463125.1	170726	181168	-	1126.6	632	https://www.orthodb.org/v10?query=104501at7742	engulfment and cell motility protein 3
104543at7742	Complete	KN464343.1	183133	215111	+	1244.6	660	https://www.orthodb.org/v10?query=104543at7742	P protein
104785at7742	Fragmented	KN463265.1	2727	6886	+	394.1	349	https://www.orthodb.org/v10?query=104785at7742	Zinc finger CCCH-type containing 13
104791at7742	Complete	KN466233.1	80269	85786	-	587.9	539	https://www.orthodb.org/v10?query=104791at7742	nucleolar protein 11
104856at7742	Complete	KN465738.1	449024	453223	+	999.7	615	https://www.orthodb.org/v10?query=104856at7742	THO complex 5
104992at7742	Complete	KN463457.1	644162	654182	+	955.5	508	https://www.orthodb.org/v10?query=104992at7742	TBC1 domain family member 30
105001at7742	Complete	KN461856.1	254930	272745	-	927.1	639	https://www.orthodb.org/v10?query=105001at7742	elongator complex protein 2
105032at7742	Complete	KN467216.1	135286	141631	-	1023.4	596	https://www.orthodb.org/v10?query=105032at7742	translocation protein SEC63 homolog
105115at7742	Complete	KN462061.1	772998	781298	+	902.2	497	https://www.orthodb.org/v10?query=105115at7742	GPI transamidase component PIG-T
105171at7742	Complete	KN466027.1	228606	233614	+	1078.5	539	https://www.orthodb.org/v10?query=105171at7742	kelch repeat and BTB domain-containing protein 2
105242at7742	Complete	KN461381.1	741648	747024	+	1163.4	611	https://www.orthodb.org/v10?query=105242at7742	polycystic kidney disease 2-like 1 protein
105636at7742	Complete	KN466738.1	99380	106560	-	849.6	621	https://www.orthodb.org/v10?query=105636at7742	Minichromosome maintenance 10 replication initiation factor
105918at7742	Complete	KN465214.1	166681	179263	-	1262.9	1001	https://www.orthodb.org/v10?query=105918at7742	YEATS domain-containing protein 2
105968at7742	Complete	KN463965.1	980581	986235	+	1129.9	548	https://www.orthodb.org/v10?query=105968at7742	cleft lip and palate transmembrane protein 1
106009at7742	Complete	KN460897.1	532327	537512	+	1062.2	671	https://www.orthodb.org/v10?query=106009at7742	digestive organ expansion factor homolog
106060at7742	Complete	KN462708.1	408571	418550	-	834.4	630	https://www.orthodb.org/v10?query=106060at7742	serine/threonine-protein kinase Nek4 isoform X1
106271at7742	Complete	KN467040.1	29661	36777	-	930.0	501	https://www.orthodb.org/v10?query=106271at7742	influenza virus NS1A-binding protein
106301at7742	Complete	KN462719.1	372251	383546	-	263.8	390	https://www.orthodb.org/v10?query=106301at7742	thrombopoietin receptor
106313at7742	Complete	KN467715.1	500983	503421	+	563.8	459	https://www.orthodb.org/v10?query=106313at7742	ataxin-1-like
106344at7742	Complete	KN468218.1	15525	29185	+	970.4	670	https://www.orthodb.org/v10?query=106344at7742	ankyrin repeat and SAM domain-containing protein 6
106423at7742	Complete	KN462250.1	179716	196834	+	803.0	570	https://www.orthodb.org/v10?query=106423at7742	transmembrane protein 260
106667at7742	Complete	KN462262.1	320912	323657	+	727.1	468	https://www.orthodb.org/v10?query=106667at7742	kelch repeat and BTB domain-containing protein 3
106853at7742	Complete	KN462436.1	216247	227924	-	1411.9	921	https://www.orthodb.org/v10?query=106853at7742	protein cramped-like
106855at7742	Complete	KN468682.1	121108	128544	+	1118.6	777	https://www.orthodb.org/v10?query=106855at7742	unconventional myosin-XIX
106858at7742	Complete	KN461605.1	799552	807450	-	1095.8	703	https://www.orthodb.org/v10?query=106858at7742	beta-mannosidase
106894at7742	Complete	KN468642.1	66976	81393	-	1041.3	504	https://www.orthodb.org/v10?query=106894at7742	kelch-like protein 14
106943at7742	Complete	KN466952.1	17424	22206	+	454.2	403	https://www.orthodb.org/v10?query=106943at7742	TPX2, microtubule nucleation factor
106972at7742	Complete	KN466628.1	171425	187736	-	1101.4	876	https://www.orthodb.org/v10?query=106972at7742	Ribosomal protein S6 kinase C1
107107at7742	Complete	KN467362.1	427588	434342	+	1087.8	558	https://www.orthodb.org/v10?query=107107at7742	PAN2-PAN3 deadenylation complex subunit PAN3
107188at7742	Complete	KN462348.1	44916	51747	+	365.9	344	https://www.orthodb.org/v10?query=107188at7742	protein angel homolog 1
107391at7742	Complete	KN464893.1	193261	209260	+	734.0	455	https://www.orthodb.org/v10?query=107391at7742	Transmembrane protein 62
107610at7742	Complete	KN461977.1	176086	192164	+	1098.1	591	https://www.orthodb.org/v10?query=107610at7742	TBC1 domain family member 16 isoform X1
107664at7742	Complete	KN466782.1	98718	111555	+	644.0	525	https://www.orthodb.org/v10?query=107664at7742	Activating signal cointegrator 1 complex subunit 2
107720at7742	Complete	KN466098.1	154983	172259	+	1476.4	2069	https://www.orthodb.org/v10?query=107720at7742	breast cancer type 2 susceptibility protein
107743at7742	Complete	KN464603.1	4854	7296	+	1089.6	535	https://www.orthodb.org/v10?query=107743at7742	kelch-like protein 26
107971at7742	Complete	KN462696.1	1004221	1009264	-	906.4	506	https://www.orthodb.org/v10?query=107971at7742	myotubularin-related protein 6
108033at7742	Complete	KN464632.1	142165	165349	-	976.6	507	https://www.orthodb.org/v10?query=108033at7742	N-acetylgalactosaminyltransferase 7
108312at7742	Complete	KN465836.1	59580	127718	-	435.7	538	https://www.orthodb.org/v10?query=108312at7742	cadherin-5
108458at7742	Complete	KN461201.1	8752	20735	-	1025.2	586	https://www.orthodb.org/v10?query=108458at7742	Regulator of MON1-CCZ1
108510at7742	Complete	KN466001.1	129976	142423	-	908.0	499	https://www.orthodb.org/v10?query=108510at7742	Arginyl-tRNA synthetase
108553at7742	Complete	KN462632.1	407545	426836	-	819.0	473	https://www.orthodb.org/v10?query=108553at7742	ClpB homolog, mitochondrial AAA ATPase chaperonin
108576at7742	Fragmented	KN463956.1	681591	694534	-	793.2	585	https://www.orthodb.org/v10?query=108576at7742	cilia- and flagella-associated protein 58
108633at7742	Missing
108730at7742	Complete	KN462280.1	35553	42273	+	1069.9	605	https://www.orthodb.org/v10?query=108730at7742	Bardet-Biedl syndrome 7 protein
108802at7742	Complete	KN460765.1	30635	46489	+	733.2	448	https://www.orthodb.org/v10?query=108802at7742	NPL4 homolog, ubiquitin recognition factor
108881at7742	Complete	KN461934.1	69706	82788	-	869.3	534	https://www.orthodb.org/v10?query=108881at7742	WD repeat-containing protein 1
108888at7742	Complete	KN463041.1	160400	165628	+	971.6	506	https://www.orthodb.org/v10?query=108888at7742	kelch repeat and BTB domain-containing protein 8
108967at7742	Complete	JACL01033481.1	38344	45174	+	943.8	543	https://www.orthodb.org/v10?query=108967at7742	TBC1 domain family member 23 isoform X1
109054at7742	Complete	KN461138.1	341981	376669	+	642.8	517	https://www.orthodb.org/v10?query=109054at7742	WD repeat containing planar cell polarity effector
109081at7742	Complete	KN462107.1	14518	30326	+	1084.0	569	https://www.orthodb.org/v10?query=109081at7742	CCR4-NOT transcription complex subunit 10
109231at7742	Complete	KN461227.1	67309	77487	+	993.2	471	https://www.orthodb.org/v10?query=109231at7742	Guanylate cyclase 1 soluble subunit beta 1
109264at7742	Complete	KN461928.1	33303	38263	-	1104.8	582	https://www.orthodb.org/v10?query=109264at7742	serine/threonine-protein kinase Nek8
109315at7742	Missing
109426at7742	Complete	KN461992.1	18659	27696	+	1098.3	667	https://www.orthodb.org/v10?query=109426at7742	cell division cycle 5-like protein
109623at7742	Complete	KN463945.1	140511	144398	+	1068.4	577	https://www.orthodb.org/v10?query=109623at7742	paraplegin
109650at7742	Complete	KN463761.1	69016	96604	-	578.7	480	https://www.orthodb.org/v10?query=109650at7742	Ring finger protein 43
109869at7742	Complete	KN464912.1	133367	139343	-	1180.1	651	https://www.orthodb.org/v10?query=109869at7742	ATP-dependent RNA helicase DDX42
110226at7742	Complete	KN462554.1	593075	597506	-	832.6	476	https://www.orthodb.org/v10?query=110226at7742	Iduronidase, alpha-L-
110339at7742	Complete	KN460935.1	489051	494421	-	862.6	492	https://www.orthodb.org/v10?query=110339at7742	maternal embryonic leucine zipper kinase
110832at7742	Complete	KN463908.1	2776	18794	+	925.1	605	https://www.orthodb.org/v10?query=110832at7742	neutral ceramidase
110839at7742	Complete	KN461965.1	317363	324058	+	1505.4	766	https://www.orthodb.org/v10?query=110839at7742	apoptosis-resistant E3 ubiquitin protein ligase 1
111099at7742	Complete	KN460669.1	45149	49924	-	815.1	617	https://www.orthodb.org/v10?query=111099at7742	X-ray repair cross-complementing protein 5
111128at7742	Complete	KN464765.1	275780	281001	-	723.2	550	https://www.orthodb.org/v10?query=111128at7742	serine/threonine-protein kinase greatwall
111204at7742	Complete	KN466190.1	134382	159645	+	968.2	539	https://www.orthodb.org/v10?query=111204at7742	sec1 family domain-containing protein 1
111254at7742	Complete	KN464332.1	222110	233122	+	607.8	428	https://www.orthodb.org/v10?query=111254at7742	HMG box transcription factor BBX isoform X1
111501at7742	Missing
111509at7742	Complete	KN460673.1	66520	70710	+	1167.8	625	https://www.orthodb.org/v10?query=111509at7742	DNA replication licensing factor MCM7
111583at7742	Complete	KN464747.1	360558	371227	+	1151.0	685	https://www.orthodb.org/v10?query=111583at7742	endoplasmic reticulum metallopeptidase 1
111667at7742	Complete	KN461138.1	982772	989618	+	860.0	560	https://www.orthodb.org/v10?query=111667at7742	Hermansky-Pudlak syndrome 1 protein
111684at7742	Complete	KN461114.1	125570	132256	+	606.4	664	https://www.orthodb.org/v10?query=111684at7742	uncharacterized protein C1orf112 homolog
112051at7742	Complete	KN467006.1	1143469	1145403	-	1090.7	557	https://www.orthodb.org/v10?query=112051at7742	leucine-rich repeat transmembrane protein FLRT3
112232at7742	Complete	KN467724.1	166196	172053	-	568.5	465	https://www.orthodb.org/v10?query=112232at7742	cilia- and flagella-associated protein 206
112360at7742	Missing
112966at7742	Complete	KN464474.1	623869	650833	-	984.1	553	https://www.orthodb.org/v10?query=112966at7742	dymeclin
113103at7742	Complete	KN462005.1	447665	450547	-	1083.8	590	https://www.orthodb.org/v10?query=113103at7742	F-box only protein 42
113409at7742	Complete	KN462092.1	29133	41443	+	859.4	461	https://www.orthodb.org/v10?query=113409at7742	myotubularin
