# BUSCO version is: 5.2.2 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
107743at7742	Complete	NC_047129.1	29197180	29203871	+	1089.4	535	https://www.orthodb.org/v10?query=107743at7742	kelch-like protein 26
107971at7742	Complete	NC_047145.1	20273970	20279014	-	906.4	506	https://www.orthodb.org/v10?query=107971at7742	myotubularin-related protein 6
108033at7742	Complete	NC_047126.1	18448628	18471709	+	1014.2	543	https://www.orthodb.org/v10?query=108033at7742	N-acetylgalactosaminyltransferase 7
108312at7742	Complete	NC_047140.1	7600094	7668364	-	454.4	595	https://www.orthodb.org/v10?query=108312at7742	cadherin-5
108458at7742	Complete	NC_047145.1	24072677	24085437	-	1014.4	586	https://www.orthodb.org/v10?query=108458at7742	Regulator of MON1-CCZ1
108510at7742	Complete	NC_047139.1	11447856	11459001	+	1078.6	590	https://www.orthodb.org/v10?query=108510at7742	Arginyl-tRNA synthetase
108553at7742	Complete	NC_047138.1	12807504	12826774	-	818.7	473	https://www.orthodb.org/v10?query=108553at7742	ClpB homolog, mitochondrial AAA ATPase chaperonin
108576at7742	Complete	NC_047139.1	21035252	21056499	-	895.0	692	https://www.orthodb.org/v10?query=108576at7742	cilia- and flagella-associated protein 58
108633at7742	Missing
108730at7742	Complete	NC_047135.1	25736315	25743029	-	1069.9	605	https://www.orthodb.org/v10?query=108730at7742	Bardet-Biedl syndrome 7 protein
108802at7742	Missing
108881at7742	Complete	NC_047130.1	14893085	14906199	+	869.3	534	https://www.orthodb.org/v10?query=108881at7742	WD repeat-containing protein 1
108888at7742	Complete	NC_047130.1	3714877	3720125	-	971.6	506	https://www.orthodb.org/v10?query=108888at7742	kelch repeat and BTB domain-containing protein 8
108967at7742	Complete	NC_047129.1	1532148	1539036	-	943.8	543	https://www.orthodb.org/v10?query=108967at7742	TBC1 domain family member 23 isoform X1
109054at7742	Complete	NC_047140.1	27855659	27890437	-	642.4	517	https://www.orthodb.org/v10?query=109054at7742	WD repeat containing planar cell polarity effector
109081at7742	Complete	NC_047141.1	3309178	3325549	-	949.7	573	https://www.orthodb.org/v10?query=109081at7742	CCR4-NOT transcription complex subunit 10
109231at7742	Complete	NC_047126.1	32290670	32300812	-	998.7	481	https://www.orthodb.org/v10?query=109231at7742	Guanylate cyclase 1 soluble subunit beta 1
109264at7742	Complete	NC_047138.1	6673290	6678251	+	1104.8	582	https://www.orthodb.org/v10?query=109264at7742	serine/threonine-protein kinase Nek8
109315at7742	Complete	NC_047128.1	10910534	10921878	+	694.6	450	https://www.orthodb.org/v10?query=109315at7742	Katanin p80 WD40 repeat-containing subunit B1
109426at7742	Complete	NC_047140.1	32037839	32046911	-	1101.8	667	https://www.orthodb.org/v10?query=109426at7742	cell division cycle 5-like protein
109623at7742	Complete	NC_047128.1	35187506	35191406	+	1068.8	574	https://www.orthodb.org/v10?query=109623at7742	paraplegin
109650at7742	Complete	NC_047139.1	24093926	24121615	+	578.7	480	https://www.orthodb.org/v10?query=109650at7742	Ring finger protein 43
109869at7742	Complete	NC_047133.1	20401583	20407533	+	1180.1	651	https://www.orthodb.org/v10?query=109869at7742	ATP-dependent RNA helicase DDX42
110226at7742	Complete	NC_047134.1	17420906	17425337	-	832.6	476	https://www.orthodb.org/v10?query=110226at7742	Iduronidase, alpha-L-
110339at7742	Complete	NC_047126.1	5295412	5300777	+	881.4	492	https://www.orthodb.org/v10?query=110339at7742	maternal embryonic leucine zipper kinase
110832at7742	Complete	NC_047144.1	22935151	22951663	-	924.3	605	https://www.orthodb.org/v10?query=110832at7742	neutral ceramidase
110839at7742	Complete	NC_047147.1	16848389	16855155	-	1542.5	766	https://www.orthodb.org/v10?query=110839at7742	apoptosis-resistant E3 ubiquitin protein ligase 1
111099at7742	Complete	NC_047146.1	12126801	12131566	+	815.1	617	https://www.orthodb.org/v10?query=111099at7742	X-ray repair cross-complementing protein 5
111128at7742	Complete	NC_047145.1	12921739	12926976	+	703.1	459	https://www.orthodb.org/v10?query=111128at7742	serine/threonine-protein kinase greatwall
111204at7742	Complete	NC_047147.1	23887043	23913463	+	966.5	539	https://www.orthodb.org/v10?query=111204at7742	sec1 family domain-containing protein 1
111254at7742	Complete	NC_047139.1	20086915	20097934	-	607.8	428	https://www.orthodb.org/v10?query=111254at7742	HMG box transcription factor BBX isoform X1
111501at7742	Missing
111509at7742	Complete	NC_047135.1	27689230	27693467	+	1167.8	625	https://www.orthodb.org/v10?query=111509at7742	DNA replication licensing factor MCM7
111583at7742	Complete	NC_047148.1	22989437	22999933	-	1117.4	690	https://www.orthodb.org/v10?query=111583at7742	endoplasmic reticulum metallopeptidase 1
111667at7742	Complete	NC_047140.1	27224191	27231044	-	860.0	560	https://www.orthodb.org/v10?query=111667at7742	Hermansky-Pudlak syndrome 1 protein
111684at7742	Complete	NC_047129.1	10760145	10766830	+	606.6	664	https://www.orthodb.org/v10?query=111684at7742	uncharacterized protein C1orf112 homolog
112051at7742	Complete	NC_047140.1	23054715	23056649	-	1090.7	557	https://www.orthodb.org/v10?query=112051at7742	leucine-rich repeat transmembrane protein FLRT3
112232at7742	Complete	NC_047149.1	11265870	11271728	+	568.5	465	https://www.orthodb.org/v10?query=112232at7742	cilia- and flagella-associated protein 206
112360at7742	Duplicated	NC_047136.1	328062	329327	-	629.1	608	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	NC_047138.1	30666662	30667819	-	638.6	575	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	NC_047138.1	30688526	30689455	-	550.8	522	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112966at7742	Complete	NC_047148.1	20806485	20833494	+	983.9	553	https://www.orthodb.org/v10?query=112966at7742	dymeclin
113103at7742	Complete	NC_047130.1	30796307	30799189	-	1080.1	590	https://www.orthodb.org/v10?query=113103at7742	F-box only protein 42
113409at7742	Complete	NC_047143.1	19314978	19325880	+	859.4	461	https://www.orthodb.org/v10?query=113409at7742	myotubularin
113535at7742	Complete	NC_047133.1	27423346	27427627	-	911.0	535	https://www.orthodb.org/v10?query=113535at7742	nuclear pore complex protein Nup85
113537at7742	Complete	NC_047126.1	10445960	10459784	+	890.3	550	https://www.orthodb.org/v10?query=113537at7742	xaa-Pro aminopeptidase 1
113550at7742	Complete	NC_047133.1	28690186	28699207	-	1069.2	540	https://www.orthodb.org/v10?query=113550at7742	TNF receptor associated factor 7
113805at7742	Complete	NC_047130.1	27176454	27182407	+	611.7	338	https://www.orthodb.org/v10?query=113805at7742	myotubularin-related protein 14
113847at7742	Complete	NC_047128.1	32287835	32296863	-	645.1	476	https://www.orthodb.org/v10?query=113847at7742	Family with sequence similarity 120B
113992at7742	Complete	NC_047135.1	35743513	35765959	-	1107.5	572	https://www.orthodb.org/v10?query=113992at7742	ATP-binding cassette sub-family B member 7, mitochondrial
114115at7742	Complete	NC_047141.1	16525450	16531432	+	808.4	509	https://www.orthodb.org/v10?query=114115at7742	Anoctamin
114119at7742	Complete	NC_047148.1	18673331	18675130	-	1133.5	533	https://www.orthodb.org/v10?query=114119at7742	ectoderm-neural cortex protein 1
114214at7742	Complete	NC_047130.1	25159478	25163103	-	957.8	547	https://www.orthodb.org/v10?query=114214at7742	Staufen double-stranded RNA binding protein 1
114216at7742	Complete	NC_047133.1	2729172	2733530	-	812.3	670	https://www.orthodb.org/v10?query=114216at7742	zinc finger protein 598
114303at7742	Complete	NC_047136.1	19008673	19030577	-	900.1	582	https://www.orthodb.org/v10?query=114303at7742	TBC1 domain family member 5 isoform X1
114459at7742	Complete	NC_047132.1	23321130	23362246	-	567.4	374	https://www.orthodb.org/v10?query=114459at7742	Zinc finger and BTB domain containing 46
114623at7742	Complete	NC_047138.1	10730330	10733165	+	1053.8	596	https://www.orthodb.org/v10?query=114623at7742	sterile alpha and TIR motif-containing protein 1
114626at7742	Complete	NC_047144.1	8964561	8985947	+	1144.6	715	https://www.orthodb.org/v10?query=114626at7742	coiled-coil domain-containing protein 186
114695at7742	Complete	NC_047148.1	648364	660529	+	1046.0	652	https://www.orthodb.org/v10?query=114695at7742	zinc transporter 5
114807at7742	Complete	NC_047141.1	26752677	26764993	-	1044.3	691	https://www.orthodb.org/v10?query=114807at7742	mutS protein homolog 5
114819at7742	Complete	NC_047127.1	8194682	8242592	-	867.9	730	https://www.orthodb.org/v10?query=114819at7742	serine/threonine-protein kinase 11-interacting protein
114924at7742	Complete	NC_047132.1	12858173	12880826	-	973.3	523	https://www.orthodb.org/v10?query=114924at7742	Transmembrane 9 superfamily member
115007at7742	Complete	NC_047126.1	19135435	19140946	+	633.9	386	https://www.orthodb.org/v10?query=115007at7742	lengsin
115042at7742	Complete	NC_047146.1	11257118	11273510	-	969.5	487	https://www.orthodb.org/v10?query=115042at7742	Alkylglycerone-phosphate synthase
115070at7742	Complete	NC_047135.1	17043610	17069727	+	459.4	438	https://www.orthodb.org/v10?query=115070at7742	Pentatricopeptide repeat domain 3
115171at7742	Complete	NC_047129.1	29020249	29036781	-	765.5	494	https://www.orthodb.org/v10?query=115171at7742	syntaxin-binding protein 3
115220at7742	Complete	NC_047134.1	20669285	20684515	+	728.2	758	https://www.orthodb.org/v10?query=115220at7742	Golgin A1
115533at7742	Complete	NC_047129.1	13439089	13458445	+	830.2	614	https://www.orthodb.org/v10?query=115533at7742	Adhesion G protein-coupled receptor L4
115534at7742	Complete	NC_047133.1	26111098	26127113	+	970.7	493	https://www.orthodb.org/v10?query=115534at7742	heat shock protein 75 kDa, mitochondrial
115748at7742	Complete	NC_047148.1	14446495	14449833	-	729.0	519	https://www.orthodb.org/v10?query=115748at7742	Cyclin D binding myb like transcription factor 1
115767at7742	Complete	NC_047141.1	24805372	24809143	+	1069.0	701	https://www.orthodb.org/v10?query=115767at7742	MACC1, MET transcriptional regulator
116065at7742	Complete	NC_047139.1	16856394	16868521	-	960.1	651	https://www.orthodb.org/v10?query=116065at7742	centromere/kinetochore protein zw10 homolog
116202at7742	Complete	NC_047132.1	16982914	16992297	-	830.7	608	https://www.orthodb.org/v10?query=116202at7742	XPC complex subunit, DNA damage recognition and repair factor
116245at7742	Complete	NC_047135.1	15717701	15735212	-	893.7	519	https://www.orthodb.org/v10?query=116245at7742	Translation factor GUF1, mitochondrial
116359at7742	Complete	NC_047146.1	11133303	11137652	-	456.2	471	https://www.orthodb.org/v10?query=116359at7742	protein MAATS1
116482at7742	Complete	NC_047148.1	14437211	14440458	-	815.7	541	https://www.orthodb.org/v10?query=116482at7742	DNA cross-link repair 1C
116667at7742	Complete	NC_047142.1	5019765	5024500	+	747.7	437	https://www.orthodb.org/v10?query=116667at7742	serine/threonine-protein kinase PLK3
116710at7742	Complete	NC_047148.1	5832848	5840227	-	718.4	507	https://www.orthodb.org/v10?query=116710at7742	pseudouridylate synthase 7 homolog-like protein
116812at7742	Complete	NC_047142.1	9691735	9700604	+	1005.0	569	https://www.orthodb.org/v10?query=116812at7742	THO complex subunit 1
116835at7742	Complete	NC_047132.1	511315	527299	+	1047.9	543	https://www.orthodb.org/v10?query=116835at7742	Actin-related protein 8
117231at7742	Complete	NC_047138.1	3667312	3672839	-	997.3	616	https://www.orthodb.org/v10?query=117231at7742	probable ATP-dependent RNA helicase DHX40
117384at7742	Complete	NC_047145.1	25323802	25345426	+	803.4	508	https://www.orthodb.org/v10?query=117384at7742	AVL9 cell migration associated
117494at7742	Complete	NC_047132.1	22346610	22351024	+	1008.9	680	https://www.orthodb.org/v10?query=117494at7742	rabenosyn-5
117499at7742	Complete	NC_047135.1	24520925	24544551	+	1020.0	502	https://www.orthodb.org/v10?query=117499at7742	electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
117571at7742	Complete	NC_047128.1	32382175	32412059	+	899.4	440	https://www.orthodb.org/v10?query=117571at7742	Polypeptide N-acetylgalactosaminyltransferase
117635at7742	Complete	NC_047140.1	26903672	26906326	-	619.7	604	https://www.orthodb.org/v10?query=117635at7742	Hermansky-Pudlak syndrome 6 protein
117682at7742	Complete	NC_047145.1	14541266	14555213	-	652.3	847	https://www.orthodb.org/v10?query=117682at7742	RNA-binding protein 33
117939at7742	Complete	NC_047137.1	18254294	18273363	+	876.3	532	https://www.orthodb.org/v10?query=117939at7742	tubulin--tyrosine ligase-like protein 12
118164at7742	Complete	NC_047146.1	6789450	6794333	-	995.3	503	https://www.orthodb.org/v10?query=118164at7742	Cell division cycle 16
118353at7742	Complete	NC_047147.1	10733374	10739806	+	689.2	459	https://www.orthodb.org/v10?query=118353at7742	WD repeat-containing protein 43
118365at7742	Complete	NC_047130.1	2643508	2647402	-	918.8	510	https://www.orthodb.org/v10?query=118365at7742	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
118406at7742	Complete	NC_047132.1	2430969	2433303	-	778.7	489	https://www.orthodb.org/v10?query=118406at7742	uncharacterized protein KIAA2013 homolog
118460at7742	Complete	NC_047139.1	30164196	30167307	-	715.5	413	https://www.orthodb.org/v10?query=118460at7742	sphingomyelin phosphodiesterase
119040at7742	Complete	NC_047139.1	22604256	22674106	-	737.8	499	https://www.orthodb.org/v10?query=119040at7742	UV radiation resistance-associated gene protein
119066at7742	Complete	NC_047133.1	13866614	13879736	+	542.7	437	https://www.orthodb.org/v10?query=119066at7742	Endo-beta-N-acetylglucosaminidase
119120at7742	Complete	NC_047131.1	22760278	22766209	-	774.3	524	https://www.orthodb.org/v10?query=119120at7742	gigaxonin
119219at7742	Complete	NC_047141.1	18706769	18722040	+	1066.5	553	https://www.orthodb.org/v10?query=119219at7742	Kelch like family member 32
119371at7742	Complete	NC_047144.1	7201900	7205503	+	814.2	517	https://www.orthodb.org/v10?query=119371at7742	Mitochondrial tRNA translation optimization 1
119532at7742	Complete	NC_047137.1	4123011	4139614	-	693.6	468	https://www.orthodb.org/v10?query=119532at7742	dopamine beta-hydroxylase
119796at7742	Complete	NC_047133.1	268227	280836	+	889.6	519	https://www.orthodb.org/v10?query=119796at7742	RNA polymerase I-specific transcription initiation factor RRN3
119886at7742	Complete	NC_047144.1	6135969	6140623	+	715.3	573	https://www.orthodb.org/v10?query=119886at7742	telomere length regulation protein TEL2 homolog
120085at7742	Complete	NC_047146.1	10271361	10278910	+	820.0	806	https://www.orthodb.org/v10?query=120085at7742	oral-facial-digital syndrome 1 protein
120131at7742	Complete	NC_047142.1	529640	538845	-	969.7	548	https://www.orthodb.org/v10?query=120131at7742	glycosylphosphatidylinositol anchor attachment 1 protein
120479at7742	Complete	NC_047135.1	23655617	23684922	-	566.2	364	https://www.orthodb.org/v10?query=120479at7742	Nei like DNA glycosylase 3
120673at7742	Complete	NC_047148.1	23619431	23644605	-	961.1	507	https://www.orthodb.org/v10?query=120673at7742	WD repeat-containing protein 70
120857at7742	Complete	NC_047138.1	5271464	5301980	+	655.5	749	https://www.orthodb.org/v10?query=120857at7742	Mastermind like transcriptional coactivator 2
120920at7742	Complete	NC_047134.1	13057729	13061645	-	774.4	505	https://www.orthodb.org/v10?query=120920at7742	DNA polymerase kappa
121053at7742	Complete	NC_047143.1	24787463	24794668	-	630.7	655	https://www.orthodb.org/v10?query=121053at7742	HAUS augmin-like complex subunit 6
121142at7742	Complete	NC_047149.1	18669227	18693883	+	865.8	446	https://www.orthodb.org/v10?query=121142at7742	elongator complex protein 3
121375at7742	Complete	NC_047134.1	23757771	23787405	-	932.8	697	https://www.orthodb.org/v10?query=121375at7742	ataxin-2
121505at7742	Complete	NC_047148.1	17633660	17640616	-	966.5	608	https://www.orthodb.org/v10?query=121505at7742	Lin-54 DREAM MuvB core complex component
121516at7742	Complete	NC_047132.1	12336453	12338788	+	448.8	366	https://www.orthodb.org/v10?query=121516at7742	LAS1 like, ribosome biogenesis factor
121830at7742	Complete	NC_047135.1	28963379	28965293	-	693.9	431	https://www.orthodb.org/v10?query=121830at7742	Methionyl-tRNA synthetase 2, mitochondrial
122017at7742	Complete	NC_047140.1	26365150	26370161	+	967.2	486	https://www.orthodb.org/v10?query=122017at7742	glutamate--cysteine ligase catalytic subunit
122030at7742	Complete	NC_047147.1	9536264	9565374	-	1038.3	613	https://www.orthodb.org/v10?query=122030at7742	Trafficking protein particle complex 12
122064at7742	Complete	NC_047147.1	14120760	14124357	+	984.3	501	https://www.orthodb.org/v10?query=122064at7742	kelch-like protein 28
122255at7742	Complete	NC_047145.1	23984566	23990429	+	623.3	378	https://www.orthodb.org/v10?query=122255at7742	aspartyl/asparaginyl beta-hydroxylase
122318at7742	Complete	NC_047130.1	21026757	21039755	-	1091.3	585	https://www.orthodb.org/v10?query=122318at7742	urocanate hydratase
122495at7742	Complete	NC_047149.1	15062414	15068621	+	821.7	491	https://www.orthodb.org/v10?query=122495at7742	ATP-binding cassette sub-family D member 4
122527at7742	Complete	NC_047129.1	19722803	19736444	+	749.8	564	https://www.orthodb.org/v10?query=122527at7742	ubiquitin carboxyl-terminal hydrolase 1
122793at7742	Complete	NC_047138.1	11932563	11941629	+	785.7	500	https://www.orthodb.org/v10?query=122793at7742	AlkB homolog 8, tRNA methyltransferase
122841at7742	Complete	NC_047144.1	5490478	5494930	-	755.5	620	https://www.orthodb.org/v10?query=122841at7742	speckle targeted PIP5K1A-regulated poly(A) polymerase
122918at7742	Complete	NC_047131.1	19047188	19052491	-	956.4	507	https://www.orthodb.org/v10?query=122918at7742	pseudouridylate synthase 7 homolog isoform X1
122955at7742	Complete	NC_047131.1	22618119	22628881	+	565.8	457	https://www.orthodb.org/v10?query=122955at7742	VPS9 domain-containing protein 1
122963at7742	Complete	NC_047138.1	16011500	16038773	-	747.2	436	https://www.orthodb.org/v10?query=122963at7742	TCDD-inducible poly 
122990at7742	Complete	NC_047144.1	9008377	9022378	-	1009.0	598	https://www.orthodb.org/v10?query=122990at7742	NHL repeat-containing protein 2
123145at7742	Complete	NC_047126.1	15652041	15656819	+	888.2	471	https://www.orthodb.org/v10?query=123145at7742	Diacylglycerol kinase
123156at7742	Complete	NC_047141.1	7078508	7088612	-	520.0	431	https://www.orthodb.org/v10?query=123156at7742	EF-hand domain-containing family member B
123291at7742	Complete	NC_047141.1	28064954	28069812	+	949.5	566	https://www.orthodb.org/v10?query=123291at7742	Pre-mRNA processing factor 3
123337at7742	Complete	NC_047138.1	2325203	2338722	+	1074.4	562	https://www.orthodb.org/v10?query=123337at7742	Proprotein convertase subtilisin/kexin type 7
123387at7742	Complete	NC_047131.1	31230018	31254891	-	777.6	498	https://www.orthodb.org/v10?query=123387at7742	harmonin
123404at7742	Complete	NC_047137.1	18345360	18355229	+	497.7	265	https://www.orthodb.org/v10?query=123404at7742	inner nuclear membrane protein Man1
123446at7742	Complete	NC_047140.1	19402479	19413627	-	662.8	478	https://www.orthodb.org/v10?query=123446at7742	mini-chromosome maintenance complex-binding protein
123570at7742	Complete	NC_047132.1	20793107	20804484	-	1338.9	872	https://www.orthodb.org/v10?query=123570at7742	TELO2 interacting protein 1
123660at7742	Complete	NC_047135.1	21876018	21877856	-	998.2	546	https://www.orthodb.org/v10?query=123660at7742	leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2
123742at7742	Complete	NC_047132.1	27118803	27121920	+	444.0	251	https://www.orthodb.org/v10?query=123742at7742	5' exonuclease Apollo
123758at7742	Complete	NC_047130.1	23354530	23364128	-	986.0	554	https://www.orthodb.org/v10?query=123758at7742	Solute carrier family 45 member 1
123814at7742	Complete	NC_047149.1	695498	714712	+	435.3	361	https://www.orthodb.org/v10?query=123814at7742	synaptotagmin-like protein 3
123847at7742	Complete	NC_047148.1	16210161	16215734	-	746.2	619	https://www.orthodb.org/v10?query=123847at7742	Leucine rich repeat and sterile alpha motif containing 1
123872at7742	Complete	NC_047131.1	18213975	18261632	-	476.9	430	https://www.orthodb.org/v10?query=123872at7742	protection of telomeres protein 1
123936at7742	Complete	NC_047135.1	35860598	35866672	-	1026.7	588	https://www.orthodb.org/v10?query=123936at7742	Kinesin-like protein
124028at7742	Complete	NC_047128.1	7979530	7985834	-	961.1	529	https://www.orthodb.org/v10?query=124028at7742	bifunctional purine biosynthesis protein PURH
124120at7742	Complete	NC_047136.1	3284705	3294226	+	824.9	746	https://www.orthodb.org/v10?query=124120at7742	telomerase reverse transcriptase
124354at7742	Complete	NC_047139.1	27951857	27969899	-	508.9	441	https://www.orthodb.org/v10?query=124354at7742	C2 domain-containing protein 2-like
124571at7742	Complete	NC_047148.1	17697144	17700219	-	985.7	491	https://www.orthodb.org/v10?query=124571at7742	Tripartite motif containing 23
124764at7742	Complete	NC_047140.1	19643928	19653359	+	580.1	365	https://www.orthodb.org/v10?query=124764at7742	MutL homolog 1
124775at7742	Missing
124962at7742	Complete	NC_047134.1	16287048	16291675	+	980.6	618	https://www.orthodb.org/v10?query=124962at7742	splicing factor 3A subunit 1
125127at7742	Complete	NC_047130.1	30747993	30754936	+	903.8	644	https://www.orthodb.org/v10?query=125127at7742	NCK-interacting protein with SH3 domain
125236at7742	Complete	NC_047140.1	14941632	14943551	-	926.6	545	https://www.orthodb.org/v10?query=125236at7742	fidgetin-like protein 1
125500at7742	Complete	NC_047143.1	19268815	19282059	-	909.0	581	https://www.orthodb.org/v10?query=125500at7742	acyl-CoA oxidase 3, pristanoyl 
125886at7742	Complete	NC_047129.1	6822088	6828815	-	1026.9	804	https://www.orthodb.org/v10?query=125886at7742	Aminoadipate-semialdehyde dehydrogenase
125985at7742	Complete	NC_047149.1	27793748	27829076	-	694.9	458	https://www.orthodb.org/v10?query=125985at7742	rho GTPase-activating protein 18
126277at7742	Missing
126306at7742	Complete	NC_047136.1	13557608	13572816	-	1238.3	693	https://www.orthodb.org/v10?query=126306at7742	lysine-specific histone demethylase 1B
126329at7742	Complete	NC_047132.1	6665476	6682235	-	1314.1	657	https://www.orthodb.org/v10?query=126329at7742	probable ATP-dependent RNA helicase DDX23
126446at7742	Complete	NC_047149.1	2208277	2252157	-	544.9	431	https://www.orthodb.org/v10?query=126446at7742	general transcription factor 3C polypeptide 2
126473at7742	Complete	NC_047132.1	6986719	6996922	-	850.2	439	https://www.orthodb.org/v10?query=126473at7742	kelch-like protein 12
126566at7742	Complete	NC_047149.1	13225346	13230710	-	937.5	562	https://www.orthodb.org/v10?query=126566at7742	Serine active site containing 1
126705at7742	Complete	NC_047138.1	18097847	18112350	-	759.1	891	https://www.orthodb.org/v10?query=126705at7742	Zinc finger CCCH-type containing 4
126913at7742	Complete	NC_047134.1	14537432	14542301	-	1032.6	706	https://www.orthodb.org/v10?query=126913at7742	KAT8 regulatory NSL complex subunit 3 isoform X1
127291at7742	Complete	NC_047148.1	19035205	19043176	+	1005.8	517	https://www.orthodb.org/v10?query=127291at7742	tubulin polyglutamylase TTLL11
127392at7742	Complete	NC_047132.1	449359	476471	-	1108.5	537	https://www.orthodb.org/v10?query=127392at7742	Choline dehydrogenase
127445at7742	Complete	NC_047132.1	27853387	27861636	+	908.8	509	https://www.orthodb.org/v10?query=127445at7742	kelch-like protein 17
127587at7742	Complete	NC_047131.1	24744770	24750356	+	892.4	477	https://www.orthodb.org/v10?query=127587at7742	SUMO-activating enzyme subunit 2
127789at7742	Complete	NC_047140.1	27317722	27322990	+	878.2	508	https://www.orthodb.org/v10?query=127789at7742	Pyridine nucleotide-disulphide oxidoreductase domain 2
127830at7742	Complete	NC_047135.1	30545329	30547464	-	621.1	462	https://www.orthodb.org/v10?query=127830at7742	transcriptional regulator Kaiso
127929at7742	Complete	NC_047149.1	11769324	11777789	+	715.5	521	https://www.orthodb.org/v10?query=127929at7742	transmembrane protein 214
128068at7742	Complete	NC_047140.1	24193491	24202123	+	678.2	402	https://www.orthodb.org/v10?query=128068at7742	oncoprotein-induced transcript 3 protein
128255at7742	Complete	NC_047134.1	19804207	19818716	+	992.4	609	https://www.orthodb.org/v10?query=128255at7742	Intraflagellar transport 81
128299at7742	Complete	NC_047131.1	5452959	5456016	+	1040.7	544	https://www.orthodb.org/v10?query=128299at7742	protein fem-1 homolog B
128396at7742	Complete	NC_047144.1	5000249	5007139	+	576.0	421	https://www.orthodb.org/v10?query=128396at7742	eukaryotic translation initiation factor 2-alpha kinase 1
128400at7742	Complete	NC_047135.1	17200938	17215304	-	687.3	472	https://www.orthodb.org/v10?query=128400at7742	MICOS complex subunit MIC60
128421at7742	Complete	NC_047129.1	11705073	11746362	-	981.2	546	https://www.orthodb.org/v10?query=128421at7742	FAS-associated factor 1
128562at7742	Complete	NC_047146.1	18304259	18318521	+	842.3	542	https://www.orthodb.org/v10?query=128562at7742	coiled-coil domain-containing protein 93
128709at7742	Complete	NC_047128.1	32149040	32152873	+	743.7	478	https://www.orthodb.org/v10?query=128709at7742	KIF1-binding protein
128712at7742	Complete	NC_047141.1	18693086	18696578	-	927.0	490	https://www.orthodb.org/v10?query=128712at7742	frizzled-6
128901at7742	Complete	NC_047128.1	24788934	24901595	+	538.9	467	https://www.orthodb.org/v10?query=128901at7742	Integrin alpha FG-GAP repeat containing 1
128918at7742	Complete	NC_047144.1	6301088	6304233	-	842.5	469	https://www.orthodb.org/v10?query=128918at7742	TBC1 domain family member 24 isoform X1
129039at7742	Complete	NC_047141.1	25990763	25997151	-	636.2	474	https://www.orthodb.org/v10?query=129039at7742	Transforming growth factor beta regulator 4
129046at7742	Complete	NC_047146.1	10537881	10543648	-	978.4	543	https://www.orthodb.org/v10?query=129046at7742	kelch-like protein 6
129053at7742	Duplicated	NC_047135.1	17120668	17125603	+	784.7	463	https://www.orthodb.org/v10?query=129053at7742	Ring finger protein 103
129053at7742	Duplicated	NC_047135.1	17165356	17183147	-	919.0	537	https://www.orthodb.org/v10?query=129053at7742	Ring finger protein 103
129062at7742	Complete	NC_047127.1	15465501	15474572	+	901.8	751	https://www.orthodb.org/v10?query=129062at7742	inactive dual specificity phosphatase 27
129214at7742	Complete	NC_047129.1	3904741	3909244	+	1216.5	722	https://www.orthodb.org/v10?query=129214at7742	probable ATP-dependent RNA helicase DDX10
129684at7742	Complete	NC_047139.1	23991201	23997288	-	670.8	447	https://www.orthodb.org/v10?query=129684at7742	scavenger receptor cysteine-rich domain-containing group B protein
129835at7742	Complete	NC_047147.1	11405825	11414641	+	572.6	397	https://www.orthodb.org/v10?query=129835at7742	mitochondrial ribonuclease P protein 3
129880at7742	Complete	NC_047144.1	5923114	5926264	+	523.1	353	https://www.orthodb.org/v10?query=129880at7742	Ankyrin repeat and sterile alpha motif domain containing 3
129936at7742	Complete	NC_047145.1	1676763	1700937	+	893.0	790	https://www.orthodb.org/v10?query=129936at7742	protein CIP2A
129939at7742	Complete	NC_047142.1	26967829	27025148	+	321.4	411	https://www.orthodb.org/v10?query=129939at7742	DNA repair-scaffolding protein
129943at7742	Complete	NC_047146.1	9894259	9896643	+	685.9	554	https://www.orthodb.org/v10?query=129943at7742	FAST kinase domain-containing protein 5
129979at7742	Complete	NC_047149.1	2634021	2644922	+	1173.2	605	https://www.orthodb.org/v10?query=129979at7742	Crooked neck pre-mRNA splicing factor 1
130025at7742	Complete	NC_047139.1	6036	13344	-	110.4	241	https://www.orthodb.org/v10?query=130025at7742	PWWP domain-containing protein 2A
130062at7742	Complete	NC_047138.1	3091177	3095555	+	921.4	516	https://www.orthodb.org/v10?query=130062at7742	Zinc finger and BTB domain containing 44
130125at7742	Complete	NC_047131.1	22692812	22699321	-	721.1	475	https://www.orthodb.org/v10?query=130125at7742	kelch-like protein 36
130130at7742	Complete	NC_047142.1	17883761	17894043	-	926.4	630	https://www.orthodb.org/v10?query=130130at7742	nucleoporin NDC1
130161at7742	Complete	NC_047140.1	10439823	10451517	+	876.9	590	https://www.orthodb.org/v10?query=130161at7742	exonuclease 1
